# ENERGY SUPPLY GROUP 01,,,,
# 57.0 m² of solar panels on the roof of an apartment block in Eindhoven.,,,,
#,,,,
# time [s], power [kW],,Energy produced in kWh,Total kWh
4368600,4.104004,,1.026001,
4369500,3.904576,,0.976144,
4370400,3.642172,,0.910543,
4371300,3.390264,,0.847566,
4372200,3.106867,,0.77671675,
4373100,2.802478,,0.7006195,
4374000,2.477097,,0.61927425,
4374900,2.141219,,0.53530475,
4375800,1.794846,,0.4487115,
4376700,1.448472,,0.362118,
4377600,1.091602,,0.2729005,
4378500,0.766221,,0.19155525,
4379400,0.461832,,0.115458,
4380300,0.209923,,0.05248075,
4381200,0,,0,
4382100,0,,0,
4383000,0,,0,
4383900,0,,0,
4384800,0,,0,
4385700,0,,0,
4386600,0,,0,
4387500,0,,0,
4388400,0,,0,
4389300,0,,0,
4390200,0,,0,
4391100,0,,0,
4392000,0,,0,
4392900,0,,0,
4393800,0,,0,
4394700,0,,0,
4395600,0,,0,
4396500,0,,0,
4397400,0,,0,
4398300,0,,0,
4399200,0,,0,
4400100,0,,0,
4401000,0,,0,
4401900,0,,0,
4402800,0,,0,
4403700,0,,0,
4404600,0,,0,
4405500,0,,0,
4406400,0,,0,
4407300,0,,0,
4408200,0,,0,
4409100,0,,0,
4410000,0,,0,
4410900,0,,0,
4411800,0,,0,
4412700,0,,0,
4413600,0,,0,
4414500,0,,0,
4415400,0,,0,
4416300,0,,0,
4417200,0,,0,
4418100,0,,0,
4419000,0,,0,
4419900,0,,0,
4420800,0,,0,
4421700,0,,0,
4422600,0,,0,
4423500,0,,0,
4424400,0,,0,
4425300,0,,0,
4426200,0,,0,
4427100,0,,0,
4428000,0,,0,
4428900,0,,0,
4429800,0,,0,
4430700,0,,0,
4431600,0.230916,,0.057729,
4432500,0.482824,,0.120706,
4433400,0.787213,,0.19680325,
4434300,1.133587,,0.28339675,
4435200,1.47996,,0.36999,
4436100,1.83683,,0.4592075,
4437000,2.183204,,0.545801,
4437900,2.529578,,0.6323945,
4438800,2.854959,,0.71373975,
4439700,3.159348,,0.789837,
4440600,3.453241,,0.86331025,
4441500,3.715645,,0.92891125,
4442400,3.957057,,0.98926425,
4443300,4.166981,,1.04174525,
4444200,4.355912,,1.088978,
4445100,4.502858,,1.1257145,
4446000,4.628812,,1.157203,
4446900,4.733774,,1.1834435,
4447800,4.775759,,1.19393975,
4448700,4.754767,,1.18869175,
4449600,4.74427,,1.1860675,
4450500,4.712782,,1.1781955,
4451400,4.649805,,1.16245125,
4452300,4.534347,,1.13358675,
4453200,4.397897,,1.09947425,
4454100,4.240454,,1.0601135,
4455000,4.051523,,1.01288075,
4455900,3.810111,,0.95252775,
4456800,3.579195,,0.89479875,
4457700,3.316791,,0.82919775,
4458600,3.033394,,0.7583485,
4459500,2.697517,,0.67437925,
4460400,2.382631,,0.59565775,
4461300,2.05725,,0.5143125,
4462200,1.721372,,0.430343,
4463100,1.354006,,0.3385015,
4464000,1.028625,,0.25715625,
4464900,0.71374,,0.178435,
4465800,0.430343,,0.10758575,
4466700,0.188931,,0.04723275,
4467600,0,,0,
4468500,0,,0,
4469400,0,,0,
4470300,0,,0,
4471200,0,,0,
4472100,0,,0,
4473000,0,,0,
4473900,0,,0,
4474800,0,,0,
4475700,0,,0,
4476600,0,,0,
4477500,0,,0,
4478400,0,,0,
4479300,0,,0,
4480200,0,,0,
4481100,0,,0,
4482000,0,,0,
4482900,0,,0,
4483800,0,,0,
4484700,0,,0,
4485600,0,,0,
4486500,0,,0,
4487400,0,,0,
4488300,0,,0,
4489200,0,,0,
4490100,0,,0,
4491000,0,,0,
4491900,0,,0,
4492800,0,,0,
4493700,0,,0,
4494600,0,,0,
4495500,0,,0,
4496400,0,,0,
4497300,0,,0,
4498200,0,,0,
4499100,0,,0,
4500000,0,,0,
4500900,0,,0,
4501800,0,,0,
4502700,0,,0,
4503600,0,,0,
4504500,0,,0,
4505400,0,,0,
4506300,0,,0,
4507200,0,,0,
4508100,0,,0,
4509000,0,,0,
4509900,0,,0,
4510800,0,,0,
4511700,0,,0,
4512600,0,,0,
4513500,0,,0,
4514400,0,,0,
4515300,0,,0,
4516200,0,,0,
4517100,0,,0,
4518000,0.262404,,0.065601,
4518900,0.524809,,0.13120225,
4519800,0.829198,,0.2072995,
4520700,1.175571,,0.29389275,
4521600,1.521945,,0.38048625,
4522500,1.868319,,0.46707975,
4523400,2.214693,,0.55367325,
4524300,2.561066,,0.6402665,
4525200,2.886448,,0.721612,
4526100,3.190837,,0.79770925,
4527000,3.463737,,0.86593425,
4527900,3.726142,,0.9315355,
4528800,3.957057,,0.98926425,
4529700,4.177477,,1.04436925,
4530600,4.355912,,1.088978,
4531500,4.534347,,1.13358675,
4532400,4.639309,,1.15982725,
4533300,4.733774,,1.1834435,
4534200,4.796751,,1.19918775,
4535100,4.82824,,1.20706,
4536000,4.82824,,1.20706,
4536900,4.796751,,1.19918775,
4537800,4.723278,,1.1808195,
4538700,4.639309,,1.15982725,
4539600,4.513355,,1.12833875,
4540500,4.355912,,1.088978,
4541400,4.156485,,1.03912125,
4542300,3.957057,,0.98926425,
4543200,3.715645,,0.92891125,
4544100,3.463737,,0.86593425,
4545000,3.169844,,0.792461,
4545900,2.865455,,0.71636375,
4546800,2.55057,,0.6376425,
4547700,2.214693,,0.55367325,
4548600,1.868319,,0.46707975,
4549500,1.511449,,0.37786225,
4550400,1.165075,,0.29126875,
4551300,0.829198,,0.2072995,
4552200,0.514312,,0.128578,
4553100,0.262404,,0.065601,
4554000,0,,0,
4554900,0,,0,
4555800,0,,0,
4556700,0,,0,
4557600,0,,0,
4558500,0,,0,
4559400,0,,0,
4560300,0,,0,
4561200,0,,0,
4562100,0,,0,
4563000,0,,0,
4563900,0,,0,
4564800,0,,0,
4565700,0,,0,
4566600,0,,0,
4567500,0,,0,
4568400,0,,0,
4569300,0,,0,
4570200,0,,0,
4571100,0,,0,
4572000,0,,0,
4572900,0,,0,
4573800,0,,0,
4574700,0,,0,
4575600,0,,0,
4576500,0,,0,
4577400,0,,0,
4578300,0,,0,
4579200,0,,0,
4580100,0,,0,
4581000,0,,0,
4581900,0,,0,
4582800,0,,0,
4583700,0,,0,
4584600,0,,0,
4585500,0,,0,
4586400,0,,0,
4587300,0,,0,
4588200,0,,0,
4589100,0,,0,
4590000,0,,0,
4590900,0,,0,
4591800,0,,0,
4592700,0,,0,
4593600,0,,0,
4594500,0,,0,
4595400,0,,0,
4596300,0,,0,
4597200,0,,0,
4598100,0,,0,
4599000,0,,0,
4599900,0,,0,
4600800,0,,0,
4601700,0,,0,
4602600,0,,0,
4603500,0,,0,
4604400,0.325381,,0.08134525,
4605300,0.608778,,0.1521945,
4606200,0.944656,,0.236164,
4607100,1.312022,,0.3280055,
4608000,1.679388,,0.419847,
4608900,2.046754,,0.5116885,
4609800,2.403624,,0.600906,
4610700,2.781486,,0.6953715,
4611600,3.117363,,0.77934075,
4612500,3.432249,,0.85806225,
4613400,3.726142,,0.9315355,
4614300,4.009538,,1.0023845,
4615200,4.25095,,1.0627375,
4616100,4.47137,,1.1178425,
4617000,4.660301,,1.16507525,
4617900,4.838736,,1.209684,
4618800,4.96469,,1.2411725,
4619700,5.059156,,1.264789,
4620600,5.132629,,1.28315725,
4621500,5.132629,,1.28315725,
4622400,5.132629,,1.28315725,
4623300,5.090644,,1.272661,
4624200,5.027667,,1.25691675,
4625100,4.933201,,1.23330025,
4626000,4.807247,,1.20181175,
4626900,4.639309,,1.15982725,
4627800,4.450377,,1.11259425,
4628700,4.229958,,1.0574895,
4629600,3.97805,,0.9945125,
4630500,3.705149,,0.92628725,
4631400,3.411256,,0.852814,
4632300,3.096371,,0.77409275,
4633200,2.760494,,0.6901235,
4634100,2.403624,,0.600906,
4635000,2.036258,,0.5090645,
4635900,1.679388,,0.419847,
4636800,1.312022,,0.3280055,
4637700,0.944656,,0.236164,
4638600,0.608778,,0.1521945,
4639500,0.314885,,0.07872125,
4640400,0,,0,
4641300,0,,0,
4642200,0,,0,
4643100,0,,0,
4644000,0,,0,
4644900,0,,0,
4645800,0,,0,
4646700,0,,0,
4647600,0,,0,
4648500,0,,0,
4649400,0,,0,
4650300,0,,0,
4651200,0,,0,
4652100,0,,0,
4653000,0,,0,
4653900,0,,0,
4654800,0,,0,
4655700,0,,0,
4656600,0,,0,
4657500,0,,0,
4658400,0,,0,
4659300,0,,0,
4660200,0,,0,
4661100,0,,0,
4662000,0,,0,
4662900,0,,0,
4663800,0,,0,
4664700,0,,0,
4665600,0,,0,
4666500,0,,0,
4667400,0,,0,
4668300,0,,0,
4669200,0,,0,
4670100,0,,0,
4671000,0,,0,
4671900,0,,0,
4672800,0,,0,
4673700,0,,0,
4674600,0,,0,
4675500,0,,0,
4676400,0,,0,
4677300,0,,0,
4678200,0,,0,
4679100,0,,0,
4680000,0,,0,
4680900,0,,0,
4681800,0,,0,
4682700,0,,0,
4683600,0,,0,
4684500,0,,0,
4685400,0,,0,
4686300,0,,0,
4687200,0,,0,
4688100,0,,0,
4689000,0,,0,
4689900,0.146946,,0.0367365,
4690800,0.377862,,0.0944655,
4691700,0.692747,,0.17318675,
4692600,1.039121,,0.25978025,
4693500,1.406487,,0.35162175,
4694400,1.773853,,0.44346325,
4695300,2.151716,,0.537929,
4696200,2.519082,,0.6297705,
4697100,2.865455,,0.71636375,
4698000,3.201333,,0.80033325,
4698900,3.526714,,0.8816785,
4699800,3.820607,,0.95515175,
4700700,4.093508,,1.023377,
4701600,4.345416,,1.086354,
4702500,4.565835,,1.14145875,
4703400,4.754767,,1.18869175,
4704300,4.912209,,1.22805225,
4705200,5.038163,,1.25954075,
4706100,5.111636,,1.277909,
4707000,5.18511,,1.2962775,
4707900,5.206102,,1.3015255,
4708800,5.206102,,1.3015255,
4709700,5.164117,,1.29102925,
4710600,5.10114,,1.275285,
4711500,4.996179,,1.24904475,
4712400,4.870224,,1.217556,
4713300,4.702286,,1.1755715,
4714200,4.513355,,1.12833875,
4715100,4.282439,,1.07060975,
4716000,4.041027,,1.01025675,
4716900,3.747134,,0.9367835,
4717800,3.453241,,0.86331025,
4718700,3.117363,,0.77934075,
4719600,2.781486,,0.6953715,
4720500,2.424616,,0.606154,
4721400,2.067746,,0.5169365,
4722300,1.689884,,0.422471,
4723200,1.322518,,0.3306295,
4724100,0.965648,,0.241412,
4725000,0.62977,,0.1574425,
4725900,0.335878,,0.0839695,
4726800,0,,0,
4727700,0,,0,
4728600,0,,0,
4729500,0,,0,
4730400,0,,0,
4731300,0,,0,
4732200,0,,0,
4733100,0,,0,
4734000,0,,0,
4734900,0,,0,
4735800,0,,0,
4736700,0,,0,
4737600,0,,0,
4738500,0,,0,
4739400,0,,0,
4740300,0,,0,
4741200,0,,0,
4742100,0,,0,
4743000,0,,0,
4743900,0,,0,
4744800,0,,0,
4745700,0,,0,
4746600,0,,0,
4747500,0,,0,
4748400,0,,0,
4749300,0,,0,
4750200,0,,0,
4751100,0,,0,
4752000,0,,0,
4752900,0,,0,
4753800,0,,0,
4754700,0,,0,
4755600,0,,0,
4756500,0,,0,
4757400,0,,0,
4758300,0,,0,
4759200,0,,0,
4760100,0,,0,
4761000,0,,0,
4761900,0,,0,
4762800,0,,0,
4763700,0,,0,
4764600,0,,0,
4765500,0,,0,
4766400,0,,0,
4767300,0,,0,
4768200,0,,0,
4769100,0,,0,
4770000,0,,0,
4770900,0,,0,
4771800,0,,0,
4772700,0,,0,
4773600,0,,0,
4774500,0,,0,
4775400,0,,0,
4776300,0.157443,,0.03936075,
4777200,0.409351,,0.10233775,
4778100,0.724236,,0.181059,
4779000,1.07061,,0.2676525,
4779900,1.437976,,0.359494,
4780800,1.815838,,0.4539595,
4781700,2.1937,,0.548425,
4782600,2.55057,,0.6376425,
4783500,2.90744,,0.72686,
4784400,3.243318,,0.8108295,
4785300,3.568699,,0.89217475,
4786200,3.862592,,0.965648,
4787100,4.135492,,1.033873,
4788000,4.376904,,1.094226,
4788900,4.597324,,1.149331,
4789800,4.817744,,1.204436,
4790700,4.975186,,1.2437965,
4791600,5.10114,,1.275285,
4792500,5.206102,,1.3015255,
4793400,5.269079,,1.31726975,
4794300,5.290071,,1.32251775,
4795200,5.290071,,1.32251775,
4796100,5.258583,,1.31464575,
4797000,5.18511,,1.2962775,
4797900,5.080148,,1.270037,
4798800,4.943698,,1.2359245,
4799700,4.775759,,1.19393975,
4800600,4.586828,,1.146707,
4801500,4.355912,,1.088978,
4802400,4.1145,,1.028625,
4803300,3.831103,,0.95777575,
4804200,3.526714,,0.8816785,
4805100,3.211829,,0.80295725,
4806000,2.865455,,0.71636375,
4806900,2.508585,,0.62714625,
4807800,2.141219,,0.53530475,
4808700,1.763357,,0.44083925,
4809600,1.385495,,0.34637375,
4810500,1.018129,,0.25453225,
4811400,0.671755,,0.16793875,
4812300,0.367366,,0.0918415,
4813200,0.13645,,0.0341125,
4814100,0,,0,
4815000,0,,0,
4815900,0,,0,
4816800,0,,0,
4817700,0,,0,
4818600,0,,0,
4819500,0,,0,
4820400,0,,0,
4821300,0,,0,
4822200,0,,0,
4823100,0,,0,
4824000,0,,0,
4824900,0,,0,
4825800,0,,0,
4826700,0,,0,
4827600,0,,0,
4828500,0,,0,
4829400,0,,0,
4830300,0,,0,
4831200,0,,0,
4832100,0,,0,
4833000,0,,0,
4833900,0,,0,
4834800,0,,0,
4835700,0,,0,
4836600,0,,0,
4837500,0,,0,
4838400,0,,0,
4839300,0,,0,
4840200,0,,0,
4841100,0,,0,
4842000,0,,0,
4842900,0,,0,
4843800,0,,0,
4844700,0,,0,
4845600,0,,0,
4846500,0,,0,
4847400,0,,0,
4848300,0,,0,
4849200,0,,0,
4850100,0,,0,
4851000,0,,0,
4851900,0,,0,
4852800,0,,0,
4853700,0,,0,
4854600,0,,0,
4855500,0,,0,
4856400,0,,0,
4857300,0,,0,
4858200,0,,0,
4859100,0,,0,
4860000,0,,0,
4860900,0,,0,
4861800,0,,0,
4862700,0.188931,,0.04723275,
4863600,0.440839,,0.11020975,
4864500,0.766221,,0.19155525,
4865400,1.123091,,0.28077275,
4866300,1.500953,,0.37523825,
4867200,1.878815,,0.46970375,
4868100,2.256677,,0.56416925,
4869000,2.624043,,0.65601075,
4869900,2.959921,,0.73998025,
4870800,3.295798,,0.8239495,
4871700,3.62118,,0.905295,
4872600,3.915073,,0.97876825,
4873500,4.198469,,1.04961725,
4874400,4.450377,,1.11259425,
4875300,4.670797,,1.16769925,
4876200,4.859728,,1.214932,
4877100,5.027667,,1.25691675,
4878000,5.153621,,1.28840525,
4878900,5.248087,,1.31202175,
4879800,5.311064,,1.327766,
4880700,5.353048,,1.338262,
4881600,5.353048,,1.338262,
4882500,5.32156,,1.33039,
4883400,5.248087,,1.31202175,
4884300,5.143125,,1.28578125,
4885200,5.006675,,1.25166875,
4886100,4.849232,,1.212308,
4887000,4.649805,,1.16245125,
4887900,4.429385,,1.10734625,
4888800,4.177477,,1.04436925,
4889700,3.89408,,0.97352,
4890600,3.589691,,0.89742275,
4891500,3.253814,,0.8134535,
4892400,2.90744,,0.72686,
4893300,2.55057,,0.6376425,
4894200,2.183204,,0.545801,
4895100,1.805342,,0.4513355,
4896000,1.42748,,0.35687,
4896900,1.060114,,0.2650285,
4897800,0.703244,,0.175811,
4898700,0.398855,,0.09971375,
4899600,0.157443,,0.03936075,
4900500,0,,0,
4901400,0,,0,
4902300,0,,0,
4903200,0,,0,
4904100,0,,0,
4905000,0,,0,
4905900,0,,0,
4906800,0,,0,
4907700,0,,0,
4908600,0,,0,
4909500,0,,0,
4910400,0,,0,
4911300,0,,0,
4912200,0,,0,
4913100,0,,0,
4914000,0,,0,
4914900,0,,0,
4915800,0,,0,
4916700,0,,0,
4917600,0,,0,
4918500,0,,0,
4919400,0,,0,
4920300,0,,0,
4921200,0,,0,
4922100,0,,0,
4923000,0,,0,
4923900,0,,0,
4924800,0,,0,
4925700,0,,0,
4926600,0,,0,
4927500,0,,0,
4928400,0,,0,
4929300,0,,0,
4930200,0,,0,
4931100,0,,0,
4932000,0,,0,
4932900,0,,0,
4933800,0,,0,
4934700,0,,0,
4935600,0,,0,
4936500,0,,0,
4937400,0,,0,
4938300,0,,0,
4939200,0,,0,
4940100,0,,0,
4941000,0,,0,
4941900,0,,0,
4942800,0,,0,
4943700,0,,0,
4944600,0,,0,
4945500,0,,0,
4946400,0,,0,
4947300,0,,0,
4948200,0,,0,
4949100,0.230916,,0.057729,
4950000,0.503816,,0.125954,
4950900,0.839694,,0.2099235,
4951800,1.20706,,0.301765,
4952700,1.584922,,0.3962305,
4953600,1.973281,,0.49332025,
4954500,2.361639,,0.59040975,
4955400,2.729005,,0.68225125,
4956300,3.085875,,0.77146875,
4957200,3.432249,,0.85806225,
4958100,3.75763,,0.9394075,
4959000,4.041027,,1.01025675,
4959900,4.303431,,1.07585775,
4960800,4.555339,,1.13883475,
4961700,4.775759,,1.19393975,
4962600,4.975186,,1.2437965,
4963500,5.122133,,1.28053325,
4964400,5.258583,,1.31464575,
4965300,5.353048,,1.338262,
4966200,5.416025,,1.35400625,
4967100,5.447514,,1.3618785,
4968000,5.447514,,1.3618785,
4968900,5.416025,,1.35400625,
4969800,5.342552,,1.335638,
4970700,5.227094,,1.3067735,
4971600,5.090644,,1.272661,
4972500,4.933201,,1.23330025,
4973400,4.754767,,1.18869175,
4974300,4.523851,,1.13096275,
4975200,4.261446,,1.0653615,
4976100,3.97805,,0.9945125,
4977000,3.673661,,0.91841525,
4977900,3.337783,,0.83444575,
4978800,2.991409,,0.74785225,
4979700,2.624043,,0.65601075,
4980600,2.256677,,0.56416925,
4981500,1.868319,,0.46707975,
4982400,1.47996,,0.36999,
4983300,1.102098,,0.2755245,
4984200,0.745228,,0.186307,
4985100,0.419847,,0.10496175,
4986000,0.167939,,0.04198475,
4986900,0,,0,
4987800,0,,0,
4988700,0,,0,
4989600,0,,0,
4990500,0,,0,
4991400,0,,0,
4992300,0,,0,
4993200,0,,0,
4994100,0,,0,
4995000,0,,0,
4995900,0,,0,
4996800,0,,0,
4997700,0,,0,
4998600,0,,0,
4999500,0,,0,
5000400,0,,0,
5001300,0,,0,
5002200,0,,0,
5003100,0,,0,
5004000,0,,0,
5004900,0,,0,
5005800,0,,0,
5006700,0,,0,
5007600,0,,0,
5008500,0,,0,
5009400,0,,0,
5010300,0,,0,
5011200,0,,0,
5012100,0,,0,
5013000,0,,0,
5013900,0,,0,
5014800,0,,0,
5015700,0,,0,
5016600,0,,0,
5017500,0,,0,
5018400,0,,0,
5019300,0,,0,
5020200,0,,0,
5021100,0,,0,
5022000,0,,0,
5022900,0,,0,
5023800,0,,0,
5024700,0,,0,
5025600,0,,0,
5026500,0,,0,
5027400,0,,0,
5028300,0,,0,
5029200,0,,0,
5030100,0,,0,
5031000,0,,0,
5031900,0,,0,
5032800,0,,0,
5033700,0,,0,
5034600,0,,0,
5035500,0.199427,,0.04985675,
5036400,0.451335,,0.11283375,
5037300,0.755724,,0.188931,
5038200,1.091602,,0.2729005,
5039100,1.437976,,0.359494,
5040000,1.794846,,0.4487115,
5040900,2.162212,,0.540553,
5041800,2.508585,,0.62714625,
5042700,2.791982,,0.6979955,
5043600,3.117363,,0.77934075,
5044500,3.411256,,0.852814,
5045400,3.705149,,0.92628725,
5046300,3.936065,,0.98401625,
5047200,4.166981,,1.04174525,
5048100,4.3874,,1.09685,
5049000,4.555339,,1.13883475,
5049900,4.681293,,1.17032325,
5050800,4.807247,,1.20181175,
5051700,4.891217,,1.22280425,
5052600,4.954194,,1.2385485,
5053500,4.96469,,1.2411725,
5054400,4.954194,,1.2385485,
5055300,4.943698,,1.2359245,
5056200,4.870224,,1.217556,
5057100,4.859728,,1.214932,
5058000,4.723278,,1.1808195,
5058900,4.576332,,1.144083,
5059800,4.3874,,1.09685,
5060700,4.271943,,1.06798575,
5061600,4.030531,,1.00763275,
5062500,3.747134,,0.9367835,
5063400,3.453241,,0.86331025,
5064300,3.148852,,0.787213,
5065200,2.812974,,0.7032435,
5066100,2.466601,,0.61665025,
5067000,2.109731,,0.52743275,
5067900,1.731869,,0.43296725,
5068800,1.364503,,0.34112575,
5069700,1.018129,,0.25453225,
5070600,0.692747,,0.17318675,
5071500,0.398855,,0.09971375,
5072400,0.167939,,0.04198475,
5073300,0,,0,
5074200,0,,0,
5075100,0,,0,
5076000,0,,0,
5076900,0,,0,
5077800,0,,0,
5078700,0,,0,
5079600,0,,0,
5080500,0,,0,
5081400,0,,0,
5082300,0,,0,
5083200,0,,0,
5084100,0,,0,
5085000,0,,0,
5085900,0,,0,
5086800,0,,0,
5087700,0,,0,
5088600,0,,0,
5089500,0,,0,
5090400,0,,0,
5091300,0,,0,
5092200,0,,0,
5093100,0,,0,
5094000,0,,0,
5094900,0,,0,
5095800,0,,0,
5096700,0,,0,
5097600,0,,0,
5098500,0,,0,
5099400,0,,0,
5100300,0,,0,
5101200,0,,0,
5102100,0,,0,
5103000,0,,0,
5103900,0,,0,
5104800,0,,0,
5105700,0,,0,
5106600,0,,0,
5107500,0,,0,
5108400,0,,0,
5109300,0,,0,
5110200,0,,0,
5111100,0,,0,
5112000,0,,0,
5112900,0,,0,
5113800,0,,0,
5114700,0,,0,
5115600,0,,0,
5116500,0,,0,
5117400,0,,0,
5118300,0,,0,
5119200,0,,0,
5120100,0,,0,
5121000,0,,0,
5121900,0.073473,,0.01836825,
5122800,0.22042,,0.055105,
5123700,0.440839,,0.11020975,
5124600,0.724236,,0.181059,
5125500,1.123091,,0.28077275,
5126400,1.458968,,0.364742,
5127300,1.794846,,0.4487115,
5128200,2.130723,,0.53268075,
5129100,2.540074,,0.6350185,
5130000,2.844463,,0.71111575,
5130900,3.138356,,0.784589,
5131800,3.421753,,0.85543825,
5132700,3.75763,,0.9394075,
5133600,3.97805,,0.9945125,
5134500,4.187973,,1.04699325,
5135400,4.366408,,1.091602,
5136300,4.60782,,1.151955,
5137200,4.723278,,1.1808195,
5138100,4.817744,,1.204436,
5139000,4.880721,,1.22018025,
5139900,5.111636,,1.277909,
5140800,5.111636,,1.277909,
5141700,5.080148,,1.270037,
5142600,5.006675,,1.25166875,
5143500,4.96469,,1.2411725,
5144400,4.849232,,1.212308,
5145300,4.691789,,1.17294725,
5146200,4.492362,,1.1230905,
5147100,4.324423,,1.08110575,
5148000,4.062019,,1.01550475,
5148900,3.789119,,0.94727975,
5149800,3.505722,,0.8764305,
5150700,3.222325,,0.80558125,
5151600,2.886448,,0.721612,
5152500,2.540074,,0.6350185,
5153400,2.172708,,0.543177,
5154300,1.83683,,0.4592075,
5155200,1.458968,,0.364742,
5156100,1.102098,,0.2755245,
5157000,0.755724,,0.188931,
5157900,0.461832,,0.115458,
5158800,0.209923,,0.05248075,
5159700,0,,0,
5160600,0,,0,
5161500,0,,0,
5162400,0,,0,
5163300,0,,0,
5164200,0,,0,
5165100,0,,0,
5166000,0,,0,
5166900,0,,0,
5167800,0,,0,
5168700,0,,0,
5169600,0,,0,
5170500,0,,0,
5171400,0,,0,
5172300,0,,0,
5173200,0,,0,
5174100,0,,0,
5175000,0,,0,
5175900,0,,0,
5176800,0,,0,
5177700,0,,0,
5178600,0,,0,
5179500,0,,0,
5180400,0,,0,
5181300,0,,0,
5182200,0,,0,
5183100,0,,0,
5184000,0,,0,
5184900,0,,0,
5185800,0,,0,
5186700,0,,0,
5187600,0,,0,
5188500,0,,0,
5189400,0,,0,
5190300,0,,0,
5191200,0,,0,
5192100,0,,0,
5193000,0,,0,
5193900,0,,0,
5194800,0,,0,
5195700,0,,0,
5196600,0,,0,
5197500,0,,0,
5198400,0,,0,
5199300,0,,0,
5200200,0,,0,
5201100,0,,0,
5202000,0,,0,
5202900,0,,0,
5203800,0,,0,
5204700,0,,0,
5205600,0,,0,
5206500,0,,0,
5207400,0,,0,
5208300,0.241412,,0.060353,
5209200,0.503816,,0.125954,
5210100,0.818702,,0.2046755,
5211000,1.154579,,0.28864475,
5211900,1.532441,,0.38311025,
5212800,1.899807,,0.47495175,
5213700,2.256677,,0.56416925,
5214600,2.613547,,0.65338675,
5215500,2.980913,,0.74522825,
5216400,3.306295,,0.82657375,
5217300,3.62118,,0.905295,
5218200,3.915073,,0.97876825,
5219100,4.240454,,1.0601135,
5220000,4.492362,,1.1230905,
5220900,4.702286,,1.1755715,
5221800,4.880721,,1.22018025,
5222700,5.10114,,1.275285,
5223600,5.227094,,1.3067735,
5224500,5.32156,,1.33039,
5225400,5.363545,,1.34088625,
5226300,5.384537,,1.34613425,
5227200,5.384537,,1.34613425,
5228100,5.32156,,1.33039,
5229000,5.258583,,1.31464575,
5229900,5.164117,,1.29102925,
5230800,5.027667,,1.25691675,
5231700,4.859728,,1.214932,
5232600,4.649805,,1.16245125,
5233500,4.429385,,1.10734625,
5234400,4.177477,,1.04436925,
5235300,3.904576,,0.976144,
5236200,3.610684,,0.902671,
5237100,3.243318,,0.8108295,
5238000,2.917936,,0.729484,
5238900,2.571562,,0.6428905,
5239800,2.214693,,0.55367325,
5240700,1.826334,,0.4565835,
5241600,1.469464,,0.367366,
5242500,1.112594,,0.2781485,
5243400,0.776717,,0.19417925,
5244300,0.472328,,0.118082,
5245200,0.22042,,0.055105,
5246100,0,,0,
5247000,0,,0,
5247900,0,,0,
5248800,0,,0,
5249700,0,,0,
5250600,0,,0,
5251500,0,,0,
5252400,0,,0,
5253300,0,,0,
5254200,0,,0,
5255100,0,,0,
5256000,0,,0,
5256900,0,,0,
5257800,0,,0,
5258700,0,,0,
5259600,0,,0,
5260500,0,,0,
5261400,0,,0,
5262300,0,,0,
5263200,0,,0,
5264100,0,,0,
5265000,0,,0,
5265900,0,,0,
5266800,0,,0,
5267700,0,,0,
5268600,0,,0,
5269500,0,,0,
5270400,0,,0,
5271300,0,,0,
5272200,0,,0,
5273100,0,,0,
5274000,0,,0,
5274900,0,,0,
5275800,0,,0,
5276700,0,,0,
5277600,0,,0,
5278500,0,,0,
5279400,0,,0,
5280300,0,,0,
5281200,0,,0,
5282100,0,,0,
5283000,0,,0,
5283900,0,,0,
5284800,0,,0,
5285700,0,,0,
5286600,0,,0,
5287500,0,,0,
5288400,0,,0,
5289300,0,,0,
5290200,0,,0,
5291100,0,,0,
5292000,0,,0,
5292900,0,,0,
5293800,0.104962,,0.0262405,
5294700,0.293893,,0.07347325,
5295600,0.556297,,0.13907425,
5296500,0.871182,,0.2177955,
5297400,1.20706,,0.301765,
5298300,1.574426,,0.3936065,
5299200,1.931296,,0.482824,
5300100,2.288166,,0.5720415,
5301000,2.63454,,0.658635,
5301900,2.949425,,0.73735625,
5302800,3.274806,,0.8187015,
5303700,3.579195,,0.89479875,
5304600,3.862592,,0.965648,
5305500,4.083011,,1.02075275,
5306400,4.313927,,1.07848175,
5307300,4.523851,,1.13096275,
5308200,4.712782,,1.1781955,
5309100,4.870224,,1.217556,
5310000,4.985682,,1.2464205,
5310900,5.080148,,1.270037,
5311800,5.153621,,1.28840525,
5312700,5.18511,,1.2962775,
5313600,5.174613,,1.29365325,
5314500,5.153621,,1.28840525,
5315400,5.090644,,1.272661,
5316300,4.985682,,1.2464205,
5317200,4.849232,,1.212308,
5318100,4.691789,,1.17294725,
5319000,4.502858,,1.1257145,
5319900,4.324423,,1.08110575,
5320800,4.083011,,1.02075275,
5321700,3.810111,,0.95252775,
5322600,3.526714,,0.8816785,
5323500,3.201333,,0.80033325,
5324400,2.875951,,0.71898775,
5325300,2.540074,,0.6350185,
5326200,2.183204,,0.545801,
5327100,1.847327,,0.46183175,
5328000,1.490457,,0.37261425,
5328900,1.133587,,0.28339675,
5329800,0.797709,,0.19942725,
5330700,0.514312,,0.128578,
5331600,0.251908,,0.062977,
5332500,0,,0,
5333400,0,,0,
5334300,0,,0,
